"Dach OW (320 kWp, 60%PV/Roof area)","Fassade SO/SW (209 kWp, 22% PV/ ref Area)",Dach+Fass,Var4,Var5
195.387,68.974,264.361,328.8281641,794.0064672
229.859,77.655,307.514,356.6862504,843.2518104
226.571,76.909,303.48,344.2619666,869.0659015
222.659,71.713,294.372,345.5335428,816.4612652
202.098,66.522,268.62,346.9508585,773.4681423
161.083,59.518,220.601,272.9079565,636.2800018
127.284,52.926,180.21,219.122831,500.990117
77.647,35.566,113.213,149.550485,124.6290477
38.449,21.22,59.669,73.64576217,70.94229631
3.732,1.387,5.119,24.39313203,11.63364758
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.864,2.56,9.424,3.257275584,16.69080475
39.29,20.297,59.587,61.07573894,50.72824156
75.967,46.097,122.064,168.1213281,126.3633465
118.729,61.108,179.837,307.6886642,387.2878809
160.222,68.186,228.408,479.6611559,585.2857859
187.528,70.708,258.236,623.4330737,314.4400419
187.432,67.137,254.569,727.0173521,747.1585371
148.466,54.566,203.032,796.604272,840.0746914
150.656,55.236,205.892,829.5450198,343.6498611
97.009,36.413,133.422,840.1657786,753.8224712
110.041,40.954,150.995,802.0112037,600.1876395
112.55,42.24,154.79,721.6468552,166.0081068
101.419,40.184,141.603,618.3358382,323.0787448
60.7,25.201,85.901,479.1401375,205.6310061
23.924,10.524,34.448,307.0947762,90.83936786
3.522,1.309,4.831,137.0533315,2.116864781
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3.841,1.429,5.27,2.557726465,5.5599581
29.517,13.652,43.169,60.7696862,76.0431753
60.433,26.52,86.953,168.7807988,170.9596029
95.819,43.147,138.966,312.6510908,293.0090632
138.546,56.983,195.529,487.4181354,369.034021
173.442,65.592,239.034,634.3343808,88.66056383
202.222,70.455,272.677,741.7989707,522.7089311
218.175,73.972,292.147,804.6162955,465.320399
210.963,72.598,283.561,836.2198843,536.4703739
188.219,64.663,252.882,844.8986656,494.2642437
179.317,60.926,240.243,803.7746505,431.0024138
152.368,56.465,208.833,717.4495605,313.3725008
105.37,42.506,147.876,608.0757845,38.8213326
60.965,25.356,86.321,464.5042583,163.3847976
22.796,9.834,32.63,292.6665756,65.57179943
0.55,0.202,0.752,119.4152207,2.131438721
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.555,0.205,0.76,2.53950904,1.384524297
18.507,6.95,25.457,57.8585417,137.3375233
60.867,29.151,90.018,161.8436034,252.5590928
69.011,27.516,96.527,293.5227946,429.5523068
63.294,24.08,87.374,451.7338434,607.5401922
59.59,22.541,82.131,587.3407114,599.3642119
78.413,29.611,108.024,686.6402514,868.9966753
110.528,41.597,152.125,750.117047,935.5959375
133.327,49.42,182.747,782.0521929,949.3683108
112.91,42.349,155.259,782.4966981,912.7950084
108.59,40.595,149.185,740.2104113,840.3880312
87.228,32.979,120.207,661.1868652,708.2534044
79.038,30.774,109.812,565.0535137,542.5950722
28.75,10.812,39.562,435.1159084,351.7092499
12.598,4.714,17.312,268.0548344,161.3626634
0.753,0.278,1.031,94.12214783,8.937468689
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.653,0.612,2.265,2.51036116,21.55121374
20.833,8.213,29.046,69.22621487,98.20649451
46.434,18.643,65.077,200.9454844,281.8709295
72.786,28.804,101.59,366.9936694,453.909004
101.318,39.585,140.903,564.8312611,625.8559913
127.895,48.553,176.448,729.4694175,790.9495833
152.043,55.871,207.914,781.6987749,912.8824521
142.977,52.756,195.733,449.762718,602.6251309
139.643,51.819,191.462,445.3322403,619.8333106
137.977,50.514,188.491,329.2580954,547.2623765
123.544,45.265,168.809,290.6480849,477.077925
100.4,37.834,138.234,276.165232,397.2491688
74.819,28.897,103.716,221.7388532,240.1858177
43.841,17.016,60.857,141.9465319,158.9980416
22.063,9.356,31.419,13.73958191,64.36216241
0.545,0.201,0.746,3.865737578,2.127795236
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3.307,1.229,4.536,0.521018354,35.12683882
30.106,14.582,44.688,26.18572665,111.4578494
58.994,30.265,89.259,56.39021724,159.526347
94.886,43.046,137.932,87.55658788,514.2378285
130.434,53.097,183.531,124.92417,503.679009
165.586,62.71,228.296,245.2539054,140.0300588
176.609,63.694,240.303,446.5528078,568.3508676
204.867,70.676,275.543,352.6601995,695.0129799
181.844,64.613,246.457,271.4287016,436.5259371
171.216,59.762,230.978,246.197568,282.7927312
204.231,67.78,272.011,427.1366762,93.62663388
161.311,59.398,220.709,164.6673043,49.47488273
120.086,49.416,169.502,385.673817,92.05629184
86.835,41.193,128.028,300.6603817,173.3788769
38.716,21.4,60.116,313.4854488,95.21154985
3.225,1.198,4.423,91.60085622,22.98674682
0,0,0,0.510087899,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.549,0.202,0.751,6.051828574,2.94757936
14.788,5.538,20.326,54.17497837,44.15539463
16.637,6.235,22.872,127.2086351,25.12182903
28.338,10.656,38.994,212.069044,137.3302364
40.001,15.08,55.081,316.5095414,36.71175479
78.382,29.718,108.1,356.0049187,464.0087444
86.969,32.821,119.79,450.505989,476.2107756
98.489,37.156,135.645,220.2085895,408.6860682
118.868,44.775,163.643,415.2297673,214.517466
113.056,42.221,155.277,500.6767773,744.9578722
93.033,34.927,127.96,312.359612,745.7557954
71.082,26.872,97.954,75.87921847,404.3430341
67.106,25.767,92.873,39.83786492,339.3724097
27.931,10.503,38.434,26.46263151,319.5955732
14.817,5.55,20.367,13.58291206,186.6010839
2.058,0.763,2.821,3.818372273,30.35022999
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.554,0.203,0.757,2.51764813,11.93970032
11.725,4.385,16.11,61.65505306,125.3541012
18.984,7.12,26.104,202.5741221,246.7878125
39.336,14.825,54.161,350.9477615,428.4155395
59.61,22.62,82.23,507.7305643,605.4670492
91.606,34.775,126.381,646.0044633,788.2096826
91.259,34.493,125.752,790.3229039,976.632509
94.878,35.807,130.685,438.2930273,589.9530901
105.161,39.668,144.829,423.7518787,570.2345493
104.681,39.197,143.878,387.0692718,506.5063533
95.561,35.838,131.399,377.9314114,433.1192786
59.713,22.557,82.27,285.2120053,360.3552398
38.138,14.372,52.51,219.1592658,279.2512638
24.547,9.221,33.768,149.4739719,161.9747689
13.739,5.143,18.882,69.66343307,70.85120918
1.411,0.522,1.933,32.90066949,5.47980143
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.553,0.203,0.756,0.528305324,11.01425514
7.524,2.808,10.332,41.59766817,80.87079291
17.058,6.393,23.451,110.2882908,273.1156351
26.051,9.789,35.84,167.28697,510.7291524
35.52,13.377,48.897,217.913194,568.1577629
43.621,16.454,60.075,286.1884593,692.9216195
49.495,18.678,68.173,382.0667669,424.8667851
54.282,20.499,74.781,385.3167555,175.2297673
52.842,19.949,72.791,373.0345676,494.0201303
49.364,18.62,67.984,377.9423418,422.9102336
44.275,16.706,60.981,355.9939882,342.462085
36.398,13.712,50.11,280.6940839,397.7046045
25.031,9.405,34.436,209.6752744,266.8816323
16.357,6.129,22.486,159.4461903,21.99936239
7.969,2.974,10.943,84.12078153,9.870200847
0.756,0.278,1.034,22.85922485,2.127795236
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.434,0.531,1.965,5.439723095,10.14346222
21.104,8.443,29.547,76.41116728,33.56014027
43.756,17.267,61.023,214.8891014,151.2592795
69.019,27.135,96.154,320.3424876,356.3692672
100.206,39.122,139.328,453.65396,507.194972
130.472,49.528,180,535.6032245,639.0271895
137.987,51.169,189.156,502.3600674,678.1400009
166.835,60.309,227.144,277.0542424,709.5759894
173.065,62.262,235.327,292.9616979,727.8116318
172.511,61.045,233.556,68.74527486,681.3644851
157.956,55.192,213.148,159.5409209,585.7047866
114.753,43.015,157.768,249.7864007,508.1459216
77.122,29.84,106.962,298.018855,355.684292
40.359,15.53,55.889,176.1078472,228.9748144
18.919,7.543,26.462,66.53003598,100.5856902
0.549,0.202,0.751,55.46477205,2.135082206
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.422,0.525,1.947,1.821742497,12.90886733
9.096,3.397,12.493,32.54360796,76.69171563
25.832,9.706,35.538,112.9443913,243.1224666
82.905,35.029,117.934,260.141185,404.8130437
139.454,57.305,196.759,415.3864371,549.9621988
245.119,93.454,338.573,629.1169103,266.8160496
197.565,69.971,267.536,746.58651,798.2365533
151.767,55.547,207.314,665.3076468,834.2378285
152.824,55.846,208.67,433.2030787,830.7692308
64.136,24.032,88.168,608.9975862,808.8791729
33.51,12.617,46.127,592.5181036,749.0968712
13.831,5.179,19.01,259.6347406,647.8371362
10.215,3.818,14.033,57.02782712,501.7807533
9.722,3.633,13.355,27.39900715,365.6310061
3.011,1.118,4.129,14.47556588,184.655463
0.547,0.201,0.748,3.847520153,15.29899349
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.546,0.201,0.747,1.821742497,12.81778021
11.798,4.413,16.211,55.14050189,128.3089675
29.543,11.112,40.655,161.931047,240.8307146
45.9,17.428,63.328,294.4628137,408.9593296
55.05,20.869,75.919,462.5695678,576.264517
67.739,25.655,93.394,600.9746322,717.2382384
71.682,27.075,98.757,701.3635743,819.6893929
86.887,32.8,119.687,759.1200984,610.1489274
78.439,29.583,108.022,790.2318167,891.5789953
61.635,23.291,84.926,795.4237828,888.4164503
54.069,20.425,74.494,759.214829,809.2653823
49.078,18.521,67.599,679.3459944,527.1139044
36.907,13.907,50.814,579.0444961,148.9821014
32.907,12.469,45.376,447.0337478,374.6959967
16.457,6.188,22.645,287.2195655,174.6030879
1.835,0.68,2.515,119.695769,11.54256046
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.535,0.941,3.476,1.136767318,11.66279546
25.64,11.672,37.312,50.99421597,106.7031015
54.863,26.948,81.811,137.3193059,220.2413809
91.779,42.484,134.263,252.4461447,248.7225031
135.432,56.836,192.268,363.2846017,534.2150567
160.152,61.181,221.333,469.2079974,679.4407251
185.349,66.138,251.487,569.4876349,809.1633648
206.8,71.146,277.946,650.0888099,863.2071777
181.524,64.711,246.235,614.4445963,841.3972765
180.246,62.366,242.612,630.7091133,815.5467505
168.005,57.817,225.822,588.404609,719.2457986
167.789,62.04,229.829,569.2471649,250.9851073
135.251,56.929,192.18,513.3014528,442.1696953
73.079,33.229,106.308,414.9965842,273.0026871
25.629,12.343,37.972,278.1910097,123.2554538
1.791,0.663,2.454,117.0761033,5.250261875
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.859,0.688,2.547,3.177118914,10.89766362
27.365,13.09,40.455,48.88099467,49.08867332
57.928,31.216,89.144,151.5944801,159.4862686
110.312,57.979,168.291,329.4038348,131.6463998
154.528,68.017,222.545,484.5106344,577.1644578
196.734,75.45,272.184,715.8937924,733.4225987
213.953,75.712,289.665,628.9602405,846.7058341
106.769,39.882,146.651,356.5805893,741.2779524
152.688,55.919,208.607,503.9413399,950.1152252
172.962,60.467,233.429,476.8119506,163.8730245
157.839,55.136,212.975,410.5588195,857.5196976
137.631,51.469,189.1,285.2229357,746.9326411
109.307,44.903,154.21,356.4712848,598.7229585
85.4,41.115,126.515,142.9630642,412.3914925
38.484,20.843,59.327,61.28706107,190.7327959
4.136,1.539,5.675,3.115179669,14.26060026
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.582,0.958,3.54,0.521018354,2.124151751
28.096,13.801,41.897,18.69107802,9.881131302
59.424,32.679,92.103,88.0120235,24.00692262
102.259,50.83,153.089,144.2637883,39.83422143
147.656,64.172,211.828,190.10976,47.91911463
183.397,70.556,253.953,221.6040443,58.13180307
208.734,73.041,281.775,190.8020221,66.38794006
227.33,77.425,304.755,164.9332787,73.63118823
233.902,79.254,313.156,222.4857676,6.292298584
221.426,72.742,294.168,217.6872979,68.39185681
204.09,67.307,271.397,164.8203306,59.0718222
167.183,62.215,229.398,179.2011659,48.84820331
128.725,54.422,183.147,76.44395865,34.73698593
83.482,40.381,123.863,77.83212643,21.07027372
36.648,20.864,57.512,48.89556861,9.866557362
2.509,0.931,3.44,15.37186319,1.344445963
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.59,0.961,3.551,0.517374869,2.94757936
31.404,15.045,46.449,14.62494876,63.72819602
61.001,37.253,98.254,26.09099604,155.4784351
109.095,59.462,168.557,39.67390809,43.18622763
158.713,71.422,230.135,66.75957553,40.45361388
199.934,77.395,277.329,107.9127385,444.6581956
230,78.842,308.842,232.9170652,517.382156
247.247,81.703,328.95,263.6972264,464.8576764
248.856,82.533,331.389,315.3071913,581.245161
240.89,76.499,317.389,298.9406567,419.3796967
219.049,70.38,289.429,249.4839914,466.3915835
186.991,69.494,256.485,170.6353327,343.7773831
141.447,61.169,202.616,93.44810311,233.0846655
92.249,46.138,138.387,89.96857494,143.1780298
36.971,20.163,57.134,63.43307374,4.528851847
1.829,0.678,2.507,13.65213827,1.333515508
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.823,1.048,3.871,1.151341258,9.137860363
31.715,15.279,46.994,58.21560322,85.58910598
59.614,34.073,93.687,194.4090723,235.394635
101.883,51.857,153.74,350.0259598,411.6409346
132.464,55.72,188.184,560.3898529,586.3278226
174.397,67.51,241.907,685.8313977,618.8969349
197.847,70.125,267.972,825.3513686,867.5538553
211.185,73.094,284.279,470.902218,935.0093364
217.112,74.948,292.06,452.571845,953.576536
210.885,70.719,281.604,444.8075784,931.722913
176.458,60.675,237.133,347.0929544,852.8305324
146.616,55.098,201.714,257.0660837,735.783577
107.356,44.301,151.657,216.6197568,582.4766589
72.008,33.423,105.431,158.9433894,392.0644897
29.727,15.418,45.145,79.35145967,174.8472013
1.17,0.433,1.603,28.02204308,10.64261967
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.143,0.795,2.938,3.246345129,10.15074919
31.335,15.005,46.34,40.98920618,125.0771963
59.847,36.037,95.884,135.6360158,259.6638885
108.934,59.749,168.683,281.4082069,434.9228037
158.948,71.035,229.983,283.5505761,613.5628729
216.093,84.503,300.596,333.0400328,843.0805666
260.528,91.788,352.316,426.4480576,870.3593387
136.734,50.723,187.457,410.442228,509.8109942
119.248,44.982,164.23,483.9677552,564.5252084
101.889,38.376,140.265,559.3405292,440.3443093
95.38,35.844,131.224,660.4581682,390.7164002
87.945,33.327,121.272,313.6421187,223.247256
64.204,24.592,88.796,206.5783122,201.1349456
33.888,12.868,46.756,190.4267432,138.7038302
18.206,7.324,25.53,103.0122512,109.8073507
0.982,0.362,1.344,25.129116,6.434394498
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.451,0.537,1.988,0.535592294,1.384524297
22.043,9.551,31.594,38.27480986,34.79528169
52.882,22.861,75.743,120.5811359,106.1274309
89.511,38.053,127.564,213.1438721,179.6930364
127.139,53.078,180.217,308.5849615,274.0410803
154.795,59.842,214.637,403.771007,314.7278772
175.375,64.102,239.477,453.6976818,295.8764859
188.479,67.984,256.463,474.9428428,336.151569
175.704,63.869,239.573,481.1804891,348.4410439
155.795,56.394,212.189,476.5824111,315.5768092
141.435,50.998,192.433,424.2255317,379.9936239
110.568,41.857,152.425,381.316209,36.50043266
80.583,31.54,112.123,275.8518923,185.7084301
49.821,20.291,70.112,187.2059024,126.4580772
18.522,7.566,26.088,128.4109851,51.6901216
0.353,0.13,0.483,34.59489001,2.96944027
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.224,0.452,1.676,1.839959922,7.414491962
25.884,12.422,38.306,33.78603634,99.00441773
56.396,31.653,88.049,122.490322,228.3444915
101.266,52.636,153.902,262.4511545,396.4184543
138.625,59.593,198.218,253.3023637,563.0022316
184.406,72.244,256.65,317.8539873,712.2175161
215.897,76.606,292.503,63.97959648,821.0921346
233.502,80.832,314.334,271.2902491,341.0884911
219.502,76.845,296.347,409.946714,959.4498338
200.545,68.896,269.441,772.4698274,895.7690031
185.263,63.298,248.561,535.5959375,807.2177438
166.116,62.75,228.866,438.0598442,689.2198388
132.543,57.701,190.244,505.9124653,572.6975452
82.737,40.757,123.494,457.432254,256.1224211
27.795,14.506,42.301,317.7483263,156.6807852
0.759,0.28,1.039,23.2345038,6.383385708
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.909,0.707,2.616,0.528305324,5.578175525
30.328,14.495,44.823,42.32636517,81.69786401
59.054,36.93,95.984,132.3532359,210.1671449
109.473,62.35,171.823,249.465774,214.3097873
162.258,75.819,238.077,346.0509177,503.5296261
205.399,81.612,287.011,453.5774468,635.9411577
236.217,82.135,318.352,529.154256,322.8528487
255.503,85.79,341.293,553.7987885,706.7413581
260.804,87.636,348.44,571.043403,732.7157626
250.79,80.805,331.595,559.6137906,720.2550439
229.15,74.02,303.17,523.3101061,310.5597304
195.676,74.067,269.743,477.5916564,160.3315571
149.857,67.003,216.86,365.0480485,342.7608508
99.4,52.505,151.905,254.1695131,200.5920663
39.756,22.897,62.653,154.5712074,85.02072232
2.305,0.855,3.16,13.70679055,1.344445963
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.425,0.527,1.952,0.528305324,10.88673316
27.236,12.87,40.106,41.11672815,91.71744774
55.986,33.23,89.216,149.6561461,228.9602405
103.041,57.067,160.108,287.5256183,358.3258186
150.916,69.533,220.449,466.1110352,508.3025914
190.883,75.919,266.802,616.4521565,607.6531402
216.881,76.801,293.682,724.5543562,587.5374596
233.092,80.423,313.515,790.9204354,721.9091861
238.779,82.104,320.883,821.0629867,766.0281459
226.809,75.49,302.299,833.3087398,763.5760805
204.622,68.095,272.717,793.0445871,635.5367309
176.012,66.92,242.932,710.4176345,543.3164822
132.88,58.626,191.506,598.125427,320.1020176
85.038,43.533,128.571,451.5079474,229.7363028
33.217,18.536,51.753,234.9209819,94.04927813
1.379,0.51,1.889,18.21378148,1.326228538
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.651,0.611,2.262,0,7.243248167
28.175,13.266,41.441,18.60363438,94.52293118
56.42,34.691,91.111,63.04322084,200.4864052
105.228,59.523,164.751,118.6901671,31.64002368
156.63,73.778,230.408,167.1375871,405.5053058
199.615,80.101,279.716,249.5422872,539.130118
231.255,81.088,312.343,277.0433119,551.7912283
250.524,84.99,335.514,277.7720089,740.5528988
252.557,85.959,338.516,295.3044587,811.9287699
245.138,79.908,325.046,277.269208,737.5360933
223.08,72.692,295.772,241.9237601,571.3640297
190.385,72.645,263.03,187.9928952,485.7275584
145.207,65.463,210.67,123.6963155,248.7625814
93.695,49.62,143.315,87.21774377,100.403516
35.749,20.363,56.112,40.68315344,40.19856993
1.822,0.675,2.497,2.426561006,1.329872023
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.995,0.368,1.363,0.531948809,2.160586601
23.955,11.287,35.242,39.16382019,53.98551715
53.72,30.13,83.85,158.2001184,11.08348135
99.348,51.623,150.971,306.4207314,27.68319898
142.523,64.113,206.636,497.5834586,311.9223938
181.175,72.076,253.251,657.4777975,404.2082252
207.655,74.608,282.263,773.0855764,419.4307055
224.84,78.94,303.78,839.9872478,445.9771371
228.516,80.199,308.715,875.0448604,71.2119142
224.985,76.44,301.425,883.0459535,422.0248668
212.736,70.822,283.558,839.8524389,333.958191
180.137,68.956,249.093,744.1490185,266.2476659
141.1,63.306,204.406,618.7329781,177.5980325
97.081,52.018,149.099,453.3879856,120.8252494
36.543,21.084,57.627,230.0678599,42.27535638
2.324,0.862,3.186,13.04367628,1.362663388
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.416,0.523,1.939,0.521018354,2.90385754
27.624,13.113,40.737,36.50043266,5.064444141
55.149,34.682,89.831,145.9325044,126.7021906
103.499,60.122,163.621,284.075238,216.1023819
153.594,73.233,226.827,462.7007333,280.2058569
194.007,78.604,272.611,612.6337842,347.2678417
225.656,79.821,305.477,720.233183,395.3691306
243.798,83.702,327.5,783.9577356,411.0215421
249.067,85.561,334.628,817.0332923,411.1454206
239.978,79.127,319.105,828.4920526,395.7990618
219.466,71.947,291.413,789.4083891,361.5247985
185.817,71.473,257.29,705.7758346,287.4381746
142.164,64.765,206.929,593.6949492,227.9619256
92.334,49.646,141.98,449.3109259,117.4914606
35.45,20.678,56.128,233.0154393,38.6282279
1.36,0.504,1.864,16.99685749,1.308011113
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.406,0.52,1.926,0,5.44336658
28.067,13.377,41.444,35.04303867,97.87493738
57.941,37.546,95.487,127.6567837,224.3658059
110.001,64.095,174.096,251.4769777,360.3078745
155.967,74.466,230.433,391.9588286,610.6990937
198.73,81.1,279.83,516.0814319,787.0765587
234.529,84.649,319.178,607.0009564,916.6862504
151.921,56.202,208.123,662.1706062,89.52042629
158.787,58.768,217.555,683.3101061,505.2165596
147.351,54.222,201.573,683.1206449,498.3558774
129.137,47.632,176.769,644.0551988,446.5564512
104.698,39.947,144.645,572.6101016,346.4881359
76.058,30.11,106.168,470.5961652,260.2067678
37.937,14.777,52.714,343.9486269,30.99148335
16.987,7.135,24.122,194.8317165,65.40055563
0.341,0.125,0.466,13.44081614,1.326228538
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.547,0.201,0.748,0,2.127795236
13.124,4.912,18.036,34.47465501,96.60336111
37.728,15.094,52.822,154.7825295,177.9878854
64.81,26.032,90.842,302.0266885,454.3025003
81.821,31.674,113.495,491.5352735,580.7314296
99.585,38.137,137.722,645.6182539,760.5337706
118.511,44.755,163.266,754.361707,831.1663706
127.877,48.113,175.99,817.5251628,392.1154985
133.336,49.963,183.299,846.5273034,464.6609282
109.714,41.348,151.062,851.7921392,419.7185408
102.994,38.659,141.653,803.9021724,356.9704422
83.932,31.921,115.853,708.9092317,318.1855445
62.028,23.903,85.931,580.7532905,189.2207496
33.554,12.865,46.419,427.9564604,0.601175024
14.604,5.66,20.264,210.9067723,41.06571936
0.341,0.125,0.466,7.348909232,1.326228538
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.982,0.362,1.344,0,3.818372273
24.52,10.705,35.225,33.4071139,87.18859589
52.017,28.07,80.087,128.4911418,212.1747051
93.376,47.841,141.217,252.4752926,111.4869973
136.741,62.617,199.358,405.5526711,450.6480849
182.129,73.915,256.044,534.7397185,194.2997677
209.21,76.005,285.215,625.7321128,839.2804117
222.764,79.185,301.949,686.6766863,914.2123241
225.875,80.73,306.605,717.9632919,931.9961743
200.289,70.104,270.393,714.0611195,784.7447283
179.506,62.513,242.019,667.2095459,842.5048959
145.289,56.071,201.36,582.4438676,716.9686205
94.681,38.775,133.456,474.3343808,561.3699504
63.678,30.578,94.256,349.8000638,366.2941203
23.256,12.546,35.802,189.8911509,148.1805347
0.543,0.199,0.742,9.709887507,4.543425787
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.776,0.286,1.062,0,3.009518605
22.079,10.076,32.155,18.86960878,86.25222025
48.481,25.122,73.603,70.27918204,214.6340575
89.178,43.747,132.925,133.2823245,389.2298584
128.918,56.512,185.43,193.031835,574.0310607
175.912,71.168,247.08,249.8702008,737.3502755
192.117,70.608,262.725,303.2217516,859.3377966
212.684,76.642,289.326,292.5354101,939.5709796
211.748,76.112,287.86,295.0239104,959.5372774
202.645,70.793,273.438,274.5548117,942.2343672
182.664,63.519,246.183,246.2522202,763.1315754
141.633,54.709,196.342,179.3141139,142.6242201
98.772,41.93,140.702,135.7052421,578.1409118
58.59,25.978,84.568,87.39263105,313.9044496
20.092,9.663,29.755,42.24985198,152.4944209
0.16,0.058,0.218,2.470282826,4.601721547
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.163,0.059,0.222,0,3.865737578
5.591,2.082,7.673,26.93628456,52.60827982
15.946,5.974,21.92,73.35063989,181.7005966
24.811,9.319,34.13,126.975452,294.4227353
33.575,12.637,46.212,155.0812953,394.6003552
40.886,15.419,56.305,345.6756387,417.8712939
44.402,16.748,61.15,472.5745776,582.1633192
52.149,19.688,71.837,578.1190509,506.0363438
53.568,20.229,73.797,617.1662795,455.3773284
48.326,18.229,66.555,677.4440953,430.342943
51.076,19.249,70.325,621.2615567,89.27266931
42.001,15.836,57.837,466.0673134,418.7639477
30.058,11.305,41.363,430.7692308,450.859407
17.785,6.667,24.452,413.3060072,356.0012752
6.068,2.262,8.33,260.0136631,167.6440315
0.162,0.059,0.221,38.98528943,10.98875074
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.565,0.207,0.772,0,5.563601585
21.71,10.617,32.327,31.95700688,52.26579223
52.282,29.231,81.513,126.8042082,120.7414492
95.933,51.777,147.71,256.0495514,196.901216
141.086,66.551,207.637,426.0946395,249.6843831
182.032,74.885,256.917,567.2141003,281.7215467
211.441,77.436,288.877,672.1646855,318.8195109
231.315,83.048,314.363,738.4141732,491.0652639
227.81,81.823,309.633,771.3585645,333.9800519
218.71,76.389,295.099,778.3176208,343.8393223
