"Dach OW (320 kWp, 60%PV/Roof area)","Fassade SO/SW (209 kWp, 22% PV/ ref Area)",Dach+Fass,Var4,Var5
56.011,26.502,82.513,317.5114997,76.5277588
68.174,33.283,101.457,406.9991347,85.39964476
71.32,34.791,106.111,453.2531767,6.714942843
57.348,25.829,83.177,470.6508175,73.00086533
40.584,16.824,57.408,416.8110398,56.4740174
24.301,11.578,35.879,313.6676231,31.80398051
1.731,0.64,2.371,171.8741176,3.993259553
0,0,0,0.542879264,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.289,0.476,1.765,0.561096689,3.173475429
23.798,13.886,37.684,70.43949538,68.96752744
43.123,22.073,65.196,188.0256866,25.45702965
52.854,22.433,75.287,295.5959375,227.4372637
64.479,29.852,94.331,362.6287744,248.8063032
78.841,40.899,119.74,382.8829075,238.1709705
76.173,39.665,115.838,374.5866922,42.7562964
55.802,30.45,86.252,334.5775835,153.2923441
22.101,9.119,31.22,256.6434394,82.29903903
0.816,0.301,1.117,112.9735392,3.147971034
0,0,0,0.553809719,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.033,0.753,2.786,1.231497928,1.471967937
20.504,10.513,31.017,27.3625723,1.468324452
46.669,23.788,70.457,67.50284647,37.997905
65.777,33.747,99.524,53.17301999,53.39891606
75.527,38.245,113.772,76.0431753,64.56255408
77.907,38.69,116.597,72.16286378,5.927950084
65.784,31.01,96.794,480.8635059,4.998861411
41.833,17.154,58.987,447.0701826,45.59821469
22.772,9.367,32.139,254.3152525,25.10725509
1.049,0.387,1.436,161.8217425,3.188049369
0,0,0,0.553809719,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.378,0.138,0.516,1.216923988,1.457393997
18.142,7.27,25.412,34.25968939,26.96907592
37.858,15.315,53.173,66.69763629,56.0841645
56.978,25.851,82.829,94.31525254,74.9246254
69.733,32.796,102.529,124.301134,82.69982238
72.575,34.417,106.992,138.747552,80.38620941
83.103,47.894,130.997,141.6732705,78.07988341
85.056,63.795,148.851,104.393132,4.922348226
61.017,49.56,110.577,76.58969805,31.00241381
28.414,29.261,57.675,37.54611286,7.727831671
0,0,0,0.550166234,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.766,0.654,2.42,1.227854443,13.6703557
21.778,11.204,32.982,75.11408662,102.4730154
52.707,28.941,81.648,188.7835314,259.3432618
76.151,52.229,128.38,301.7461402,378.7074737
71.329,35.825,107.154,359.5973949,85.26119233
61.642,26.276,87.918,413.0254589,317.4787084
44.97,17.542,62.512,407.1157262,148.1696042
23.943,8.987,32.93,347.2824156,73.28505716
20.172,7.564,27.736,233.201257,52.44432299
1.04,0.384,1.424,111.4578494,0.659470784
0,0,0,0.550166234,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.286,0.475,1.761,1.934690531,32.44159038
15.427,5.775,21.202,77.40948217,76.26542788
25.356,9.52,34.876,191.4760669,199.4006467
34.883,13.125,48.008,284.7784306,295.9712165
34.859,13.116,47.975,326.4708293,67.53199435
38.169,14.37,52.539,373.4025595,286.9171563
29.437,11.063,40.5,374.7360751,111.191875
24.111,9.05,33.161,283.3829758,25.857813
11.393,4.259,15.652,187.4062941,15.61962017
2.755,1.023,3.778,90.96688983,4.055198798
0,0,0,0.550166234,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.588,0.216,0.804,4.138998952,2.277178121
13.266,4.963,18.229,92.3331967,30.96233547
22.983,8.625,31.608,226.9053149,108.171426
36.48,13.732,50.212,380.2960332,9.549574168
32.863,12.362,45.225,440.3661702,210.4695541
33.124,12.461,45.585,409.2945302,180.1739764
42.735,16.32,59.055,383.9723095,147.1712893
28.953,10.881,39.834,342.3892153,145.914287
20.24,7.591,27.831,292.5827754,70.3848431
7.658,2.857,10.515,184.7101152,6.689438448
0,0,0,0.539235779,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5.705,2.124,7.829,4.222799107,5.975315389
39.478,30.708,70.186,98.07897254,85.48344492
44.642,20.99,65.632,309.7363028,6.918978002
36.928,13.897,50.825,477.3912647,81.00924534
16.502,6.179,22.681,488.9957644,9.841052967
42.853,16.144,58.997,403.7236417,212.0544701
94.485,54.676,149.161,201.8855035,21.40911782
90.956,63.245,154.201,141.7097053,183.1215558
72.526,57.695,130.221,115.6587876,123.5542196
26.069,25.135,51.204,61.55667896,65.22566835
0,0,0,0.564740174,0.677688209
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3.855,1.433,5.288,1.967481896,2.331830396
36.879,27.992,64.871,108.7871749,24.21095778
68.469,62.689,131.158,258.1154074,52.48440133
94.149,87.511,181.66,407.6950403,74.93191237
108.678,95.375,204.053,491.7356652,90.80657649
118.918,93.279,212.197,549.9476249,97.59438903
125.848,98.502,224.35,562.8637792,82.5978048
102.204,79.091,181.295,491.0980553,61.061165
68.413,55.47,123.883,389.069545,35.7389443
29.312,26.695,56.007,224.9779114,10.75192422
0,0,0,1.916473107,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.53,0.566,2.096,2.645170105,22.85558136
32.529,20.233,52.762,63.24361252,95.07309742
64.757,48.612,113.369,158.9943981,188.4483308
77.928,47.99,125.918,243.9786856,333.9472606
118.175,95.078,213.253,274.0775151,125.0771963
103.144,64.19,167.334,294.3389352,101.4164048
98.322,61.356,159.678,261.1686478,197.4586692
96.059,68.107,164.166,230.8293483,169.3309651
87.255,69.81,157.065,150.8767136,316.3055062
41.64,44.752,86.392,81.66871613,21.54392677
0.169,0.061,0.23,1.195063078,1.442820057
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.911,2.576,9.487,1.905542652,15.56496789
39.352,30.71,70.062,61.12310425,107.7232773
43.112,19.366,62.478,144.7520153,225.4297035
79.86,49.452,129.312,216.0185818,148.5303092
105.45,76.34,181.79,188.0584779,347.7232773
140.021,107.35,247.371,397.5370041,514.35442
106.593,68.002,174.595,431.0352052,303.5678827
81.961,52.804,134.765,449.2781345,312.0134809
42.749,24.347,67.096,404.6600173,350.2664298
6.523,2.432,8.955,244.7219566,179.9407934
0.168,0.061,0.229,10.2709842,0.648540329
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.2,2.31,8.51,5.75670629,17.88222435
43.719,34.142,77.861,126.3232682,112.7330692
77.609,74.137,151.746,286.7750603,236.5714806
108.172,106.515,214.687,430.1899167,378.3467687
128.436,124.089,252.525,516.0231361,447.0847566
146.044,128.106,274.15,576.3883955,446.3378421
149.664,122.508,272.172,590.1571253,400.6995491
128.337,104.858,233.195,538.9115089,178.5489821
88.984,76.021,165.005,431.6363802,99.24124425
42.826,44.556,87.382,213.1839504,91.7502391
0,0,0,4.091633648,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3.52,1.308,4.828,6.510907683,19.87885412
34.459,23.854,58.313,115.4875438,116.5587284
69.451,55.085,124.536,246.2631507,266.7577538
99.931,87.227,187.158,328.1322585,137.4686888
111.178,87.691,198.869,467.3534636,529.8392312
113.651,75.964,189.615,499.5436535,584.8594981
114.166,76.241,190.407,554.906408,571.6008562
115.644,85.067,200.711,440.0528305,445.277588
77.217,61.587,138.804,354.5438812,73.24862231
40.837,37.698,78.535,181.726101,136.4084347
0.168,0.061,0.229,2.572300405,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8.144,4.204,12.348,1.894612197,20.48731612
25.37,11.267,36.637,10.46044542,63.16345585
22.805,8.558,31.363,70.73461766,137.0788359
8.451,3.154,11.605,122.2061302,230.3119734
48.623,18.797,67.42,423.0778339,237.4750649
74.298,33.019,107.317,126.0354329,32.59826024
71.033,31.026,102.059,607.102974,67.96192558
59.767,27.27,87.037,601.6960423,140.9263561
51.586,30.258,81.844,34.10666302,94.59580088
25.779,21.377,47.156,102.3090586,15.29899349
0.366,0.134,0.5,6.328733434,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.773,2.526,9.299,7.199526347,15.19333242
21.104,7.917,29.021,108.7944619,101.8171881
33.117,12.461,45.578,247.3234048,159.4352598
55.256,22.145,77.401,339.6092362,207.4928269
59.569,24.078,83.647,408.4200938,313.3579269
106.101,60.394,166.495,503.8356788,230.2828255
76.772,36.148,112.92,503.8211049,264.5935237
48.065,19.838,67.903,519.9799608,63.13795145
48.672,28.038,76.71,426.5646491,64.32208407
38.508,31.627,70.135,193.63301,39.10188095
0.779,0.287,1.066,5.468870975,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
10.051,7.412,17.463,4.787539281,31.2465273
33.831,25.049,58.88,65.6993214,118.2493055
64.398,34.033,98.431,137.7091588,224.3548754
87.072,58.769,145.841,173.9800519,319.511773
105.247,69.94,175.187,215.5267113,390.2099558
113.426,71.227,184.653,239.4061119,395.146878
107.354,65.218,172.572,206.5163729,266.3241791
89.635,55.775,145.41,155.9192968,253.8233821
61.192,39.725,100.917,116.0741449,178.563556
24.657,18.21,42.867,62.55135037,64.04517921
0.163,0.059,0.222,1.839959922,0.630322904
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9.508,4.26,13.768,10.50781072,36.12515371
32.957,16.341,49.298,123.3647584,124.3448559
61.234,29.781,91.015,269.1551669,247.9136494
81.882,40.26,122.142,388.8254315,261.5621442
92.159,44.282,136.441,470.3739126,347.7232773
98.506,47.278,145.784,528.8846382,356.8319898
90.125,42.69,132.815,558.8012934,378.0370725
72.636,34.943,107.579,489.5459307,222.1287061
43.117,20.484,63.601,399.143781,177.5069454
16.971,8.339,25.31,245.6291843,56.67076559
0.168,0.061,0.229,13.53919024,0.648540329
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5.785,2.155,7.94,12.20203124,36.12515371
20.176,7.566,27.742,136.087808,118.0161224
29.675,11.156,40.831,296.5031653,231.9406112
35.476,13.353,48.829,430.0150294,63.49136949
34.837,13.111,47.948,503.2636517,289.2198388
38.023,14.319,52.342,568.5111809,388.2789088
37.112,13.974,51.086,588.6742269,383.5533087
30.658,11.528,42.186,541.4619484,233.5109532
18.31,6.863,25.173,438.3877579,202.0203124
5.208,1.939,7.147,234.170424,82.46663934
0.167,0.061,0.228,11.02518559,0.644896844
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5.304,1.975,7.279,12.22024867,5.789497655
27.423,10.932,38.355,122.3081477,21.40183085
32.602,12.262,44.864,282.7417225,2.251673726
44.804,17.088,61.892,416.2754475,57.34116683
105.843,59.342,165.185,487.5165095,5.76399326
127.01,78.683,205.693,489.4256957,92.55544929
95.418,49.085,144.503,499.667532,520.7669536
131.823,88.741,220.564,491.2255773,433.6730883
63.05,38.711,101.761,470.7856265,304.7520153
27.875,19.788,47.663,261.4674136,147.2951678
1.954,0.724,2.678,13.55012069,1.410028692
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5.347,1.99,7.337,7.246891652,40.80703193
28.299,11.325,39.624,27.70870337,135.246163
53.723,22.963,76.686,42.14419092,315.6387485
68.501,30.16,98.661,63.37113449,122.3992349
112.01,66.832,178.842,40.20221342,572.1983878
116.58,67.23,183.81,60.49642483,144.3257276
94.557,46.412,140.969,426.579223,557.1872296
101.935,61.67,163.605,458.5945257,489.0285558
82.59,55.342,137.932,372.8268889,350.8202396
49.3,42.375,91.675,221.1631826,168.0593888
1.257,0.464,1.721,7.141230587,3.078744819
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.203,0.816,3.019,2.61237874,37.1234686
6.54,2.438,8.978,77.11800337,123.8311245
8.4,3.135,11.535,308.3772829,333.0837546
9.474,3.539,13.013,367.8061666,481.9419775
12.48,4.668,17.148,346.4772054,587.1111718
15.806,5.92,21.726,217.4031061,615.238876
111.023,59.923,170.946,263.5369131,140.4126247
93.821,54.296,148.117,403.5815457,456.8128615
64.587,39.722,104.309,195.6551441,334.2023045
32.391,24.581,56.972,291.2747643,56.69626998
0.569,0.209,0.778,25.21291615,1.395454752
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
15.386,12.151,27.537,21.44190919,42.47939154
44.337,40.422,84.759,160.8926538,125.8058933
82.206,64.36,146.566,303.4403607,220.7915471
109.218,88.047,197.265,431.5926584,23.30373002
130.858,101.962,232.82,486.926265,303.3237692
141.573,95.721,237.294,505.8031607,279.6775516
128.695,81.445,210.14,456.5031653,253.7505124
105.743,66.697,172.44,400.6230359,183.7482352
68.376,42.841,111.217,264.9432983,132.7358018
25.525,14.334,39.859,160.4772965,58.04800291
0.165,0.06,0.225,2.54679601,0.630322904
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.17,0.062,0.232,0,0
16.032,14.697,30.729,3.330145284,43.36840188
45.916,41.225,87.141,12.868789,110.3247256
80.715,55.301,136.016,24.81941978,15.95846427
104.946,70.311,175.257,52.69936694,234.3671722
120.519,76.403,196.922,173.0655372,276.1907364
129.946,77.606,207.552,215.1842237,319.4534773
121.017,70.892,191.909,609.3182129,300.0482762
98.067,57.092,155.159,429.4685066,243.9313203
60.849,31.622,92.471,120.3989616,137.5233411
27.685,17.408,45.093,121.9182948,54.97290158
0.167,0.061,0.228,29.78548982,0.652183814
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.955,1.097,4.052,41.42278089,41.40456346
8.186,3.055,11.241,149.204354,127.0665391
13.126,4.911,18.037,340.877169,192.3577902
17.058,6.391,23.449,449.2016214,253.9144692
20.183,7.568,27.751,477.9596484,30.56155212
19.31,7.239,26.549,503.6535046,32.36872068
19.589,7.344,26.933,465.8851391,221.5311746
14.771,5.53,20.301,354.7005511,257.4340757
9.243,3.451,12.694,243.4139454,140.7915471
4.723,1.758,6.481,125.9844241,62.90112493
0.368,0.135,0.503,3.290066949,1.417315662
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.172,0.063,0.235,0,0.663114269
16.373,11.412,27.785,31.82219793,57.0314706
45.057,31.328,76.385,131.4496516,26.53550121
79.832,47.567,127.399,241.6504987,265.0416724
116.518,85.376,201.894,285.3358838,352.529034
134.189,96.984,231.173,325.8332195,375.2825978
154.644,105.31,259.954,420.1812634,353.257731
153.935,103.183,257.118,506.8634149,344.1635925
139.259,96.137,235.396,555.2707565,305.1819465
104.861,73.795,178.656,573.0473198,204.0023683
45.277,31.975,77.252,321.5302637,95.02208863
1.496,0.554,2.05,25.63191693,3.111536184
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.171,0.063,0.234,0,2.291752061
6.427,2.396,8.823,29.04950585,42.93847065
21.118,7.92,29.038,176.2390126,171.4077515
30.801,11.579,42.38,409.2726693,442.249852
39.434,14.851,54.285,417.2446145,280.3188049
43.027,16.215,59.242,428.0402605,282.2097736
37.861,14.254,52.115,434.83536,414.3626178
34.255,12.888,47.143,365.758528,100.9864736
25.073,9.413,34.486,358.726602,37.14897299
19.544,7.327,26.871,378.1900988,87.83349274
8.537,3.187,11.724,198.5444277,31.97158082
0.372,0.136,0.508,12.07815275,1.442820057
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.378,0.138,0.516,0,1.457393997
19.883,21.789,41.672,45.69658879,55.19515416
55.45,56.668,112.118,157.212734,81.77073371
96.828,79.756,176.584,313.7404928,214.7324316
125.953,101.986,227.939,459.8223801,161.8363164
153.453,117.522,270.975,564.0624858,320.7651318
167.314,115.936,283.25,605.4961971,374.2915699
161.332,108.025,269.357,617.7893155,444.1408207
136.737,90.775,227.512,497.714624,413.7796602
101.801,70.276,172.077,426.5099968,247.5165095
45.446,31.04,76.486,233.7915016,224.5661976
1.496,0.554,2.05,16.14428201,15.39008061
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.17,0.062,0.232,0,0.655827299
16.791,7.234,24.025,26.73953637,24.58259325
38.404,15.734,54.138,75.40556542,54.34986565
63.081,26.994,90.075,121.1932413,77.45320399
79.847,34.063,113.91,184.1344446,97.56159767
85.843,37.286,123.129,216.5250262,130.4003279
95.854,42.641,138.495,218.2629685,134.8453796
83.9,35.137,119.037,262.4329371,151.9879765
69.836,29.692,99.528,164.7183131,0.652183814
35.672,13.683,49.355,76.9176117,63.9030833
16.727,6.266,22.993,15.3208544,31.68010202
0.368,0.135,0.503,17.01507492,1.428246117
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.376,0.138,0.514,0,0.659470784
20.004,15.429,35.433,50.25458851,32.96989571
53.9,43.696,97.596,167.6877533,79.8542606
90.562,59.253,149.815,353.8625495,118.1655053
118.27,77.373,195.643,484.251947,12.42792731
138.036,89.85,227.886,547.9364212,164.987931
147.544,88.975,236.519,589.3081933,13.3788769
136.93,78.632,215.562,623.9613791,154.3489548
107.128,59.215,166.343,573.8124516,130.2145102
74.753,42.587,117.34,465.794052,90.54424557
33.995,21.143,55.138,323.1953363,42.28264335
0.369,0.135,0.504,132.8851847,1.428246117
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.173,0.063,0.236,0,0.666757754
12.336,4.613,16.949,64.62084984,3.173475429
38.074,15.205,53.279,209.2453432,83.53782393
55.12,21.902,77.022,414.9127841,101.8681969
70.117,27.748,97.865,564.237373,53.16208954
87.698,35.782,123.48,652.3623446,79.00897208
90.084,36.946,127.03,718.3822927,75.62781801
77.697,30.893,108.59,736.2135082,662.8810858
68.262,27.517,95.779,684.308421,477.9377875
44.717,17.856,62.573,571.7101608,429.2717584
23.872,10.881,34.753,397.7446828,263.5077652
1.287,0.475,1.762,193.986428,16.68716127
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.823,0.303,1.126,0,10.74099376
26.822,18.358,45.18,68.48658742,109.4065674
59.826,40.572,100.398,214.2806394,231.1171836
41.216,15.526,56.742,423.2381473,509.5668807
35.16,13.23,48.39,570.0924534,678.2019402
154.787,89.01,243.797,661.1832218,513.8516191
147.036,79.479,226.515,728.7407205,332.3441272
33.706,12.679,46.385,746.961789,189.6251765
59.004,23.825,82.829,691.9160177,42.70164412
80.488,43.591,124.079,581.7443184,2.280821606
65.935,45.819,111.754,407.7169012,13.58655554
9.947,3.715,13.662,213.7086123,2.291752061
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.053,0.389,1.442,0,0.666757754
31.476,22.567,54.043,6.521838138,38.73753245
64.139,56.804,120.943,19.14651364,7.749692581
100.907,72.252,173.159,101.5840051,35.44382202
133.148,95.171,228.319,178.6182083,45.16099649
154.991,101.649,256.64,584.7429066,53.91629093
154.18,89.75,243.93,418.4469645,119.5864645
155.052,91.106,246.158,296.0112948,780.5037118
134.257,79.154,213.411,363.2518104,344.7429066
101.822,64.54,166.362,334.3589744,306.3223573
48.036,30.921,78.957,197.6372,158.8158674
1.976,0.732,2.708,160.5428793,14.45006148
0,0,0,0.546522749,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.522,0.563,2.085,0.550166234,1.442820057
33.286,24.055,57.341,9.658878717,57.81117639
68.731,68.013,136.744,19.77319306,131.4350777
112.939,89.375,202.314,45.68565833,206.749556
145.095,108.916,254.011,51.23468598,256.2025778
171.314,122.53,293.844,337.6599718,284.2683427
190.223,126.488,316.711,553.3688573,315.6642529
188.489,121.738,310.227,380.9263561,313.7004144
162.411,103.591,266.002,222.5950722,241.1695587
120.748,80.785,201.533,543.6771872,176.7673179
61.338,42.423,103.761,162.1824475,73.32877898
3.675,1.366,5.041,5.541740675,4.842191556
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.283,0.474,1.757,0.557453204,6.846108303
31.493,20.946,52.439,76.27271485,113.6439404
65.09,52.573,117.663,217.1553491,64.42410165
103.271,71.831,175.102,414.3699048,463.3456301
135.268,92.892,228.16,552.4871339,618.7366216
159.441,106.107,265.548,636.8629594,721.0638976
170.283,103.853,274.136,702.7043767,762.7818008
170.968,104.488,275.456,720.3133397,733.6849296
142.202,84.914,227.116,675.9757708,642.3281869
106.811,67.231,174.042,572.6793278,491.6482215
56.102,37.201,93.303,407.3015439,253.7359384
3.7,1.375,5.075,219.9098237,15.30992394
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.999,1.113,4.112,0.553809719,7.775196976
35.142,25.126,60.268,76.46946304,114.4090723
73.396,66.11,139.506,210.9759985,222.2088628
107.849,75.209,183.058,390.6034522,442.0312429
139.901,93.972,233.873,513.1775743,586.6411623
146.557,86.371,232.928,590.2044906,155.2525391
151.044,82.74,233.784,632.1592203,723.0714578
134.55,69.236,203.786,647.3744136,701.9647493
96.041,43.168,139.209,596.901216,610.0797012
72.173,33.983,106.156,504.272897,468.3444915
41.812,25.615,67.427,355.691579,255.2807761
0.797,0.293,1.09,169.0649907,19.14287016
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.474,0.918,3.392,1.213280503,7.738762126
26.737,15.731,42.468,84.35032108,27.37350276
42.324,17.331,59.655,232.847839,228.6213964
62.032,24.871,86.903,436.4603543,439.2731247
75.333,29.703,105.036,580.3452202,575.4520199
104.052,45.689,149.741,668.2625131,670.583413
116.027,52.329,168.356,727.5930227,690.8448331
108.664,49.01,157.674,747.0929544,657.8020677
100.429,46.719,147.148,696.8492964,568.6897117
106.151,62.084,168.235,586.466275,441.3499112
